"seq","stdDay","gubun","gubunCn","gubunEn","deathCnt","incDec","isolClearCnt","qurRate","defCnt","isolIngCnt","overFlowCnt","localOccCnt","createDt","updateDt"
256,"2020년 3월 17일 00시",서울,"","",,12,55,"2.72",265,,,,"2020-03-17 10:46:26.26",""
257,"2020년 3월 17일 00시",부산,"","",1,,54,"3.14",107,,,,"2020-03-17 10:46:26.26",""
258,"2020년 3월 17일 00시",대구,"","",57,32,947,"250.28",6098,,,,"2020-03-17 10:46:26.26",""
259,"2020년 3월 17일 00시",인천,"","",,1,5,"1.05",31,,,,"2020-03-17 10:46:26.26",""
260,"2020년 3월 17일 00시",광주,"","",,,6,"1.1",16,,,,"2020-03-17 10:46:26.26",""
261,"2020년 3월 17일 00시",대전,"","",,,4,"1.49",22,,,,"2020-03-17 10:46:26.26",""
262,"2020년 3월 17일 00시",울산,"","",,,8,"2.44",28,,,,"2020-03-17 10:46:26.26",""
263,"2020년 3월 17일 00시",세종,"","",,,,"11.68",40,,,,"2020-03-17 10:46:26.26",""
264,"2020년 3월 17일 00시",경기,"","",3,31,55,"1.98",262,,,,"2020-03-17 10:46:26.26",""
265,"2020년 3월 17일 00시",강원,"","",1,,8,"1.88",29,,,,"2020-03-17 10:46:26.26",""
266,"2020년 3월 17일 00시",충북,"","",,,5,"1.94",31,,,,"2020-03-17 10:46:26.26",""
267,"2020년 3월 17일 00시",충남,"","",,,15,"5.42",115,,,,"2020-03-17 10:46:26.26",""
268,"2020년 3월 17일 00시",전북,"","",,,4,"0.39",7,,,,"2020-03-17 10:46:26.26",""
269,"2020년 3월 17일 00시",전남,"","",,,2,"0.21",4,,,,"2020-03-17 10:46:26.26",""
270,"2020년 3월 17일 00시",경북,"","",19,5,209,"43.91",1169,,,,"2020-03-17 10:46:26.26",""
271,"2020년 3월 17일 00시",경남,"","",,1,22,"2.56",86,,,,"2020-03-17 10:46:26.26",""
272,"2020년 3월 17일 00시",제주,"","",,,2,"0.6",4,,,,"2020-03-17 10:46:26.26",""
273,"2020년 3월 17일 00시",검역,"","",,2,,-,6,,,,"2020-03-17 10:46:26.26",""
274,"2020년 3월 18일 00시",합계,"","",84,93,1540,"16.23",8413,,,,"2020-03-18 10:28:55.55",""
275,"2020년 3월 18일 00시",서울,"","",,5,55,"2.77",270,,,,"2020-03-18 10:28:55.55",""
276,"2020년 3월 18일 00시",부산,"","",1,,58,"3.14",107,,,,"2020-03-18 10:28:55.55",""
277,"2020년 3월 18일 00시",대구,"","",58,46,1048,"252.17",6144,,,,"2020-03-18 10:28:55.55",""
278,"2020년 3월 18일 00시",인천,"","",,1,5,"1.08",32,,,,"2020-03-18 10:28:55.55",""
279,"2020년 3월 18일 00시",광주,"","",,1,6,"1.17",17,,,,"2020-03-18 10:28:55.55",""
280,"2020년 3월 18일 00시",대전,"","",,,4,"1.49",22,,,,"2020-03-18 10:28:55.55",""
281,"2020년 3월 18일 00시",울산,"","",,2,9,"2.62",30,,,,"2020-03-18 10:28:55.55",""
282,"2020년 3월 18일 00시",세종,"","",,1,,"11.98",41,,,,"2020-03-18 10:28:55.55",""
283,"2020년 3월 18일 00시",경기,"","",3,15,59,"2.09",277,,,,"2020-03-18 10:28:55.55",""
284,"2020년 3월 18일 00시",강원,"","",1,1,8,"1.95",30,,,,"2020-03-18 10:28:55.55",""
285,"2020년 3월 18일 00시",충북,"","",,1,5,"2.00",32,,,,"2020-03-18 10:28:55.55",""
286,"2020년 3월 18일 00시",충남,"","",,3,16,"5.56",118,,,,"2020-03-18 10:28:55.55",""
287,"2020년 3월 18일 00시",전북,"","",,2,5,"0.50",9,,,,"2020-03-18 10:28:55.55",""
288,"2020년 3월 18일 00시",전남,"","",,1,2,"0.27",5,,,,"2020-03-18 10:28:55.55",""
289,"2020년 3월 18일 00시",경북,"","",21,9,235,"44.24",1178,,,,"2020-03-18 10:28:55.55",""
290,"2020년 3월 18일 00시",경남,"","",,,23,"2.56",86,,,,"2020-03-18 10:28:55.55",""
291,"2020년 3월 18일 00시",제주,"","",,,2,"0.60",4,,,,"2020-03-18 10:28:55.55",""
292,"2020년 3월 18일 00시",검역,"","",,5,,-,11,,,,"2020-03-18 10:28:55.55",""
293,"2020년 3월 19일 00시",합계,合,Total,91,152,1947,"16.52",8565,,,,"2020-03-19 10:34:03.03","2020-03-20 10:38:27.27"
294,"2020년 3월 19일 00시",서울,首尔,Seoul,,12,58,"2.9",282,,,,"2020-03-19 10:34:03.03","2020-03-20 9:17:13.13"
295,"2020년 3월 19일 00시",부산,釜山,Busan,1,,58,"3.14",107,,,,"2020-03-19 10:34:03.03",""
296,"2020년 3월 19일 00시",대구,大邱,Daegu,65,97,1382,"256.15",6241,,,,"2020-03-19 10:34:03.03",""
297,"2020년 3월 19일 00시",인천,仁川,Incheon,,,6,"1.08",32,,,,"2020-03-19 10:34:03.03",""
298,"2020년 3월 19일 00시",광주,光州,Gwangju,,,7,"1.17",17,,,,"2020-03-19 10:34:03.03",""
299,"2020년 3월 19일 00시",대전,大田,Daejeon,,,4,"1.49",22,,,,"2020-03-19 10:34:03.03",""
300,"2020년 3월 19일 00시",울산,蔚山,Ulsan,,6,9,"3.14",36,,,,"2020-03-19 10:34:03.03",""
301,"2020년 3월 19일 00시",세종,世宗,Sejong,,,,"11.98",41,,,,"2020-03-19 10:34:03.03",""
302,"2020년 3월 19일 00시",경기,京畿,Gyeonggi-do,3,18,64,"2.23",295,,,,"2020-03-19 10:34:03.03",""
303,"2020년 3월 19일 00시",강원,江原,Gangwon-do,1,,9,"1.95",30,,,,"2020-03-19 10:34:03.03",""
304,"2020년 3월 19일 00시",충북,忠北,Chungcheongbuk-do,,1,5,"2.06",33,,,,"2020-03-19 10:34:03.03",""
305,"2020년 3월 19일 00시",충남,忠南,Chungcheongnam-do,,,31,"5.56",118,,,,"2020-03-19 10:34:03.03",""
306,"2020년 3월 19일 00시",전북,全北,Jeollabuk-do,,1,5,"0.55",10,,,,"2020-03-19 10:34:03.03",""
307,"2020년 3월 19일 00시",전남,全南,Jeollanam-do,,,3,"0.27",5,,,,"2020-03-19 10:34:03.03",""
308,"2020년 3월 19일 00시",경북,？北,Gyeongsangbuk-do,21,12,275,"44.69",1190,,,,"2020-03-19 10:34:03.03",""
309,"2020년 3월 19일 00시",경남,？南,Gyeongsangnam-do,,,29,"2.56",86,,,,"2020-03-19 10:34:03.03",""
310,"2020년 3월 19일 00시",제주,？州,Jeju,,,2,"0.6",4,,,,"2020-03-19 10:34:03.03",""
311,"2020년 3월 19일 00시",검역,"",Lazaretto,,5,,-,16,,,,"2020-03-19 10:34:03.03",""
312,"2020년 3월 20일 00시",합계,合计,Total,94,87,2233,"16.69",8652,,,,"2020-03-20 10:38:48.48",""
313,"2020년 3월 20일 00시",서울,首尔,Seoul,,17,64,"3.07",299,,,,"2020-03-20 10:38:48.48",""
314,"2020년 3월 20일 00시",부산,釜山,Busan,1,1,60,"3.17",108,,,,"2020-03-20 10:38:48.48",""
315,"2020년 3월 20일 00시",대구,大邱,Daegu,67,34,1577,"257.54",6275,,,,"2020-03-20 10:38:48.48",""
316,"2020년 3월 20일 00시",인천,仁川,Incheon,,4,7,"1.22",36,,,,"2020-03-20 10:38:48.48",""
317,"2020년 3월 20일 00시",광주,光州,Gwangju,,1,10,"1.24",18,,,,"2020-03-20 10:38:48.48",""
318,"2020년 3월 20일 00시",대전,大田,Daejeon,,,5,"1.49",22,,,,"2020-03-20 10:38:48.48",""
319,"2020년 3월 20일 00시",울산,蔚山,Ulsan,,,11,"3.14",36,,,,"2020-03-20 10:38:48.48",""
320,"2020년 3월 20일 00시",세종,世宗,Sejong,,,,"11.98",41,,,,"2020-03-20 10:38:48.48",""
321,"2020년 3월 20일 00시",경기,京畿,Gyeonggi-do,3,14,66,"2.33",309,,,,"2020-03-20 10:38:48.48",""
322,"2020년 3월 20일 00시",강원,江原,Gangwon-do,1,,10,"1.95",30,,,,"2020-03-20 10:38:48.48",""
323,"2020년 3월 20일 00시",충북,忠北,Chungcheongbuk-do,,,6,"2.06",33,,,,"2020-03-20 10:38:48.48",""
324,"2020년 3월 20일 00시",충남,忠南,Chungcheongnam-do,,1,32,"5.61",119,,,,"2020-03-20 10:38:48.48",""
325,"2020년 3월 20일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-20 10:38:48.48",""
326,"2020년 3월 20일 00시",전남,全南,Jeollanam-do,,,3,"0.27",5,,,,"2020-03-20 10:38:48.48",""
327,"2020년 3월 20일 00시",경북,庆北,Gyeongsangbuk-do,22,13,340,"45.18",1203,,,,"2020-03-20 10:38:48.48",""
328,"2020년 3월 20일 00시",경남,庆南,Gyeongsangnam-do,,1,33,"2.59",87,,,,"2020-03-20 10:38:48.48",""
329,"2020년 3월 20일 00시",제주,济州,Jeju,,,2,"0.6",4,,,,"2020-03-20 10:38:48.48",""
330,"2020년 3월 20일 00시",검역,隔離區,Lazaretto,,1,,-,17,,,,"2020-03-20 10:38:48.48","2020-03-20 14:20:06.06"
331,"2020년 3월 21일 00시",합계,合计,Total,102,147,2612,"16.97",8799,,,,"2020-03-21 10:47:16.16",""
332,"2020년 3월 21일 00시",서울,首尔,Seoul,,15,64,"3.23",314,,,,"2020-03-21 10:47:16.16",""
333,"2020년 3월 21일 00시",부산,釜山,Busan,1,,67,"3.17",108,,,,"2020-03-21 10:47:16.16",""
334,"2020년 3월 21일 00시",대구,大邱,Daegu,73,69,1861,"260.37",6344,,,,"2020-03-21 10:47:16.16",""
335,"2020년 3월 21일 00시",인천,仁川,Incheon,,4,7,"1.35",40,,,,"2020-03-21 10:47:16.16",""
336,"2020년 3월 21일 00시",광주,光州,Gwangju,,,10,"1.24",18,,,,"2020-03-21 10:47:16.16",""
337,"2020년 3월 21일 00시",대전,大田,Daejeon,,,5,"1.49",22,,,,"2020-03-21 10:47:16.16",""
338,"2020년 3월 21일 00시",울산,蔚山,Ulsan,,,11,"3.14",36,,,,"2020-03-21 10:47:16.16",""
339,"2020년 3월 21일 00시",세종,世宗,Sejong,,,2,"11.98",41,,,,"2020-03-21 10:47:16.16",""
340,"2020년 3월 21일 00시",경기,京畿,Gyeonggi-do,3,12,79,"2.42",321,,,,"2020-03-21 10:47:16.16",""
341,"2020년 3월 21일 00시",강원,江原,Gangwon-do,1,,12,"1.95",30,,,,"2020-03-21 10:47:16.16",""
342,"2020년 3월 21일 00시",충북,忠北,Chungcheongbuk-do,,1,8,"2.13",34,,,,"2020-03-21 10:47:16.16",""
343,"2020년 3월 21일 00시",충남,忠南,Chungcheongnam-do,,,39,"5.61",119,,,,"2020-03-21 10:47:16.16",""
344,"2020년 3월 21일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-21 10:47:16.16",""
345,"2020년 3월 21일 00시",전남,全南,Jeollanam-do,,,3,"0.27",5,,,,"2020-03-21 10:47:16.16",""
346,"2020년 3월 21일 00시",경북,庆北,Gyeongsangbuk-do,24,40,395,"46.69",1243,,,,"2020-03-21 10:47:16.16",""
347,"2020년 3월 21일 00시",경남,庆南,Gyeongsangnam-do,,,40,"2.59",87,,,,"2020-03-21 10:47:16.16",""
348,"2020년 3월 21일 00시",제주,济州,Jeju,,,2,"0.6",4,,,,"2020-03-21 10:47:16.16",""
349,"2020년 3월 21일 00시",검역,隔離區,Lazaretto,,6,,-,23,,,,"2020-03-21 10:47:16.16",""
350,"2020년 3월 22일 00시",합계,合计,Total,104,98,2909,"17.16",8897,,,,"2020-03-22 10:33:31.31",""
351,"2020년 3월 22일 00시",서울,首尔,Seoul,,10,64,"3.33",324,,,,"2020-03-22 10:33:31.31",""
352,"2020년 3월 22일 00시",부산,釜山,Busan,1,,69,"3.17",108,,,,"2020-03-22 10:33:31.31",""
353,"2020년 3월 22일 00시",대구,大邱,Daegu,75,43,2107,"262.14",6387,,,,"2020-03-22 10:33:31.31",""
354,"2020년 3월 22일 00시",인천,仁川,Incheon,,,8,"1.35",40,,,,"2020-03-22 10:33:31.31",""
355,"2020년 3월 22일 00시",광주,光州,Gwangju,,1,10,"1.3",19,,,,"2020-03-22 10:33:31.31",""
356,"2020년 3월 22일 00시",대전,大田,Daejeon,,2,6,"1.63",24,,,,"2020-03-22 10:33:31.31",""
357,"2020년 3월 22일 00시",울산,蔚山,Ulsan,,,12,"3.14",36,,,,"2020-03-22 10:33:31.31",""
358,"2020년 3월 22일 00시",세종,世宗,Sejong,,,3,"11.98",41,,,,"2020-03-22 10:33:31.31",""
359,"2020년 3월 22일 00시",경기,京畿,Gyeonggi-do,3,16,82,"2.54",337,,,,"2020-03-22 10:33:31.31",""
360,"2020년 3월 22일 00시",강원,江原,Gangwon-do,1,,13,"1.95",30,,,,"2020-03-22 10:33:31.31",""
361,"2020년 3월 22일 00시",충북,忠北,Chungcheongbuk-do,,1,9,"2.19",35,,,,"2020-03-22 10:33:31.31",""
362,"2020년 3월 22일 00시",충남,忠南,Chungcheongnam-do,,1,39,"5.65",120,,,,"2020-03-22 10:33:31.31",""
363,"2020년 3월 22일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-22 10:33:31.31",""
364,"2020년 3월 22일 00시",전남,全南,Jeollanam-do,,1,3,"0.32",6,,,,"2020-03-22 10:33:31.31",""
365,"2020년 3월 22일 00시",경북,庆北,Gyeongsangbuk-do,24,11,432,"47.1",1254,,,,"2020-03-22 10:33:31.31",""
366,"2020년 3월 22일 00시",경남,庆南,Gyeongsangnam-do,,1,42,"2.62",88,,,,"2020-03-22 10:33:31.31",""
367,"2020년 3월 22일 00시",제주,济州,Jeju,,,3,"0.6",4,,,,"2020-03-22 10:33:31.31",""
368,"2020년 3월 22일 00시",검역,隔離區,Lazaretto,,11,,-,34,,,,"2020-03-22 10:33:31.31",""
369,"2020년 3월 23일 00시",합계,合计,Total,111,64,3166,"17.28",8961,,,,"2020-03-23 10:30:07.07",""
370,"2020년 3월 23일 00시",서울,首尔,Seoul,,6,64,"3.39",330,,,,"2020-03-23 10:30:07.07",""
371,"2020년 3월 23일 00시",부산,釜山,Busan,1,1,71,"3.19",109,,,,"2020-03-23 10:30:07.07",""
372,"2020년 3월 23일 00시",대구,大邱,Daegu,82,24,2305,"263.12",6411,,,,"2020-03-23 10:30:07.07",""
373,"2020년 3월 23일 00시",인천,仁川,Incheon,,,8,"1.35",40,,,,"2020-03-23 10:30:07.07",""
374,"2020년 3월 23일 00시",광주,光州,Gwangju,,,10,"1.30",19,,,,"2020-03-23 10:30:07.07",""
375,"2020년 3월 23일 00시",대전,大田,Daejeon,,,6,"1.63",24,,,,"2020-03-23 10:30:07.07",""
376,"2020년 3월 23일 00시",울산,蔚山,Ulsan,,,17,"3.14",36,,,,"2020-03-23 10:30:07.07",""
377,"2020년 3월 23일 00시",세종,世宗,Sejong,,1,3,"12.27",42,,,,"2020-03-23 10:30:07.07",""
378,"2020년 3월 23일 00시",경기,京畿,Gyeonggi-do,3,14,88,"2.65",351,,,,"2020-03-23 10:30:07.07",""
379,"2020년 3월 23일 00시",강원,江原,Gangwon-do,1,,14,"1.95",30,,,,"2020-03-23 10:30:07.07",""
380,"2020년 3월 23일 00시",충북,忠北,Chungcheongbuk-do,,2,9,"2.31",37,,,,"2020-03-23 10:30:07.07",""
381,"2020년 3월 23일 00시",충남,忠南,Chungcheongnam-do,,,44,"5.65",120,,,,"2020-03-23 10:30:07.07",""
382,"2020년 3월 23일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-23 10:30:07.07",""
383,"2020년 3월 23일 00시",전남,全南,Jeollanam-do,,,3,"0.32",6,,,,"2020-03-23 10:30:07.07",""
384,"2020년 3월 23일 00시",경북,庆北,Gyeongsangbuk-do,24,2,469,"47.17",1256,,,,"2020-03-23 10:30:07.07",""
385,"2020년 3월 23일 00시",경남,庆南,Gyeongsangnam-do,,1,45,"2.65",89,,,,"2020-03-23 10:30:07.07",""
386,"2020년 3월 23일 00시",제주,济州,Jeju,,,3,"0.60",4,,,,"2020-03-23 10:30:07.07",""
387,"2020년 3월 23일 00시",검역,隔離區,Lazaretto,,13,,-,47,,,,"2020-03-23 10:30:07.07",""
388,"2020년 3월 24일 00시",합계,合计,Total,120,76,3507,"17.43",9037,,,,"2020-03-24 10:50:06.06",""
389,"2020년 3월 24일 00시",서울,首尔,Seoul,,4,72,"3.43",334,,,,"2020-03-24 10:50:06.06",""
390,"2020년 3월 24일 00시",부산,釜山,Busan,1,2,71,"3.25",111,,,,"2020-03-24 10:50:06.06",""
391,"2020년 3월 24일 00시",대구,大邱,Daegu,88,31,2571,"264.4",6442,,,,"2020-03-24 10:50:06.06",""
392,"2020년 3월 24일 00시",인천,仁川,Incheon,,1,8,"1.39",41,,,,"2020-03-24 10:50:06.06",""
393,"2020년 3월 24일 00시",광주,光州,Gwangju,,,11,"1.30",19,,,,"2020-03-24 10:50:06.06",""
394,"2020년 3월 24일 00시",대전,大田,Daejeon,,,6,"1.63",24,,,,"2020-03-24 10:50:06.06",""
395,"2020년 3월 24일 00시",울산,蔚山,Ulsan,,,18,"3.14",36,,,,"2020-03-24 10:50:06.06",""
396,"2020년 3월 24일 00시",세종,世宗,Sejong,,,3,"12.27",42,,,,"2020-03-24 10:50:06.06",""
397,"2020년 3월 24일 00시",경기,京畿,Gyeonggi-do,4,15,97,"2.76",366,,,,"2020-03-24 10:50:06.06",""
398,"2020년 3월 24일 00시",강원,江原,Gangwon-do,1,,14,"1.95",30,,,,"2020-03-24 10:50:06.06",""
399,"2020년 3월 24일 00시",충북,忠北,Chungcheongbuk-do,,1,11,"2.38",38,,,,"2020-03-24 10:50:06.06",""
400,"2020년 3월 24일 00시",충남,忠南,Chungcheongnam-do,,,56,"5.65",120,,,,"2020-03-24 10:50:06.06",""
401,"2020년 3월 24일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-24 10:50:06.06",""
402,"2020년 3월 24일 00시",전남,全南,Jeollanam-do,,,3,"0.32",6,,,,"2020-03-24 10:50:06.06",""
403,"2020년 3월 24일 00시",경북,庆北,Gyeongsangbuk-do,26,1,507,"47.21",1257,,,,"2020-03-24 10:50:06.06",""
404,"2020년 3월 24일 00시",경남,庆南,Gyeongsangnam-do,,1,48,"2.68",90,,,,"2020-03-24 10:50:06.06",""
405,"2020년 3월 24일 00시",제주,济州,Jeju,,,4,"0.60",4,,,,"2020-03-24 10:50:06.06",""
406,"2020년 3월 24일 00시",검역,隔離區,Lazaretto,,20,,-,67,,,,"2020-03-24 10:50:06.06",""
407,"2020년 3월 25일 00시",합계,合计,Total,126,100,3730,"17.62",9137,,,,"2020-03-25 10:41:04.04",""
408,"2020년 3월 25일 00시",서울,首尔,Seoul,,13,72,"3.43",347,,,,"2020-03-25 10:41:04.04",""
409,"2020년 3월 25일 00시",부산,釜山,Busan,1,1,73,"3.25",112,,,,"2020-03-25 10:41:04.04",""
410,"2020년 3월 25일 00시",대구,大邱,Daegu,92,14,2740,"264.4",6456,,,,"2020-03-25 10:41:04.04",""
411,"2020년 3월 25일 00시",인천,仁川,Incheon,,1,10,"1.39",42,,,,"2020-03-25 10:41:04.04",""
412,"2020년 3월 25일 00시",광주,光州,Gwangju,,,11,"1.30",19,,,,"2020-03-25 10:41:04.04","2020-03-25 10:41:22.22"
413,"2020년 3월 25일 00시",대전,大田,Daejeon,,,6,"1.63",24,,,,"2020-03-25 10:41:04.04","2020-03-25 10:41:42.42"
414,"2020년 3월 25일 00시",울산,蔚山,Ulsan,,1,19,"3.14",37,,,,"2020-03-25 10:41:04.04",""
415,"2020년 3월 25일 00시",세종,世宗,Sejong,,2,3,"12.27",44,,,,"2020-03-25 10:41:04.04",""
416,"2020년 3월 25일 00시",경기,京畿,Gyeonggi-do,4,21,100,"2.76",387,,,,"2020-03-25 10:41:04.04",""
417,"2020년 3월 25일 00시",강원,江原,Gangwon-do,1,1,15,"1.95",31,,,,"2020-03-25 10:41:04.04",""
418,"2020년 3월 25일 00시",충북,忠北,Chungcheongbuk-do,,,13,"2.38",38,,,,"2020-03-25 10:41:04.04",""
419,"2020년 3월 25일 00시",충남,忠南,Chungcheongnam-do,,3,65,"5.65",123,,,,"2020-03-25 10:41:04.04",""
420,"2020년 3월 25일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-25 10:41:04.04",""
421,"2020년 3월 25일 00시",전남,全南,Jeollanam-do,,2,3,"0.32",8,,,,"2020-03-25 10:41:04.04",""
422,"2020년 3월 25일 00시",경북,庆北,Gyeongsangbuk-do,28,5,538,"47.21",1262,,,,"2020-03-25 10:41:04.04",""
423,"2020년 3월 25일 00시",경남,庆南,Gyeongsangnam-do,,,51,"2.68",90,,,,"2020-03-25 10:41:04.04",""
424,"2020년 3월 25일 00시",제주,济州,Jeju,,2,4,"0.60",6,,,,"2020-03-25 10:41:04.04",""
425,"2020년 3월 25일 00시",검역,隔離區,Lazaretto,,34,,-,101,,,,"2020-03-25 10:41:04.04",""
426,"2020년 3월 26일 00시",합계,合计,Total,131,104,4144,"17.82",9241,,,,"2020-03-26 10:50:57.57",""
427,"2020년 3월 26일 00시",서울,首尔,Seoul,,13,80,"3.7",360,,,,"2020-03-26 10:50:57.57",""
428,"2020년 3월 26일 00시",부산,釜山,Busan,2,,75,"3.28",112,,,,"2020-03-26 10:50:57.57",""
429,"2020년 3월 26일 00시",대구,大邱,Daegu,94,26,3039,"266.04",6482,,,,"2020-03-26 10:50:57.57",""
430,"2020년 3월 26일 00시",인천,仁川,Incheon,,1,11,"1.45",43,,,,"2020-03-26 10:50:57.57",""
431,"2020년 3월 26일 00시",광주,光州,Gwangju,,,11,"1.30",19,,,,"2020-03-26 10:50:57.57",""
432,"2020년 3월 26일 00시",대전,大田,Daejeon,,6,6,"2.04",30,,,,"2020-03-26 10:50:57.57",""
433,"2020년 3월 26일 00시",울산,蔚山,Ulsan,,,20,"3.23",37,,,,"2020-03-26 10:50:57.57",""
434,"2020년 3월 26일 00시",세종,世宗,Sejong,,,8,"12.85",44,,,,"2020-03-26 10:50:57.57",""
435,"2020년 3월 26일 00시",경기,京畿,Gyeonggi-do,4,14,122,"3.03",401,,,,"2020-03-26 10:50:57.57",""
436,"2020년 3월 26일 00시",강원,江原,Gangwon-do,1,,18,"2.01",31,,,,"2020-03-26 10:50:57.57",""
437,"2020년 3월 26일 00시",충북,忠北,Chungcheongbuk-do,,1,14,"2.44",39,,,,"2020-03-26 10:50:57.57",""
438,"2020년 3월 26일 00시",충남,忠南,Chungcheongnam-do,,1,68,"5.84",124,,,,"2020-03-26 10:50:57.57",""
439,"2020년 3월 26일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-26 10:50:57.57",""
440,"2020년 3월 26일 00시",전남,全南,Jeollanam-do,,,3,"0.43",8,,,,"2020-03-26 10:50:57.57",""
441,"2020년 3월 26일 00시",경북,庆北,Gyeongsangbuk-do,30,12,601,"47.85",1274,,,,"2020-03-26 10:50:57.57",""
442,"2020년 3월 26일 00시",경남,庆南,Gyeongsangnam-do,,,57,"2.68",90,,,,"2020-03-26 10:50:57.57",""
443,"2020년 3월 26일 00시",제주,济州,Jeju,,,4,"0.89",6,,,,"2020-03-26 10:50:57.57",""
444,"2020년 3월 26일 00시",검역,隔離區,Lazaretto,,30,,-,131,,,,"2020-03-26 10:50:57.57",""
445,"2020년 3월 27일 00시",합계,合计,Total,139,91,4528,"18.00",9332,,,,"2020-03-27 10:39:21.21",""
446,"2020년 3월 27일 00시",서울,首尔,Seoul,,12,89,"3.82",372,,,,"2020-03-27 10:39:21.21",""
447,"2020년 3월 27일 00시",부산,釜山,Busan,2,1,81,"3.31",113,,,,"2020-03-27 10:39:21.21",""
448,"2020년 3월 27일 00시",대구,大邱,Daegu,98,34,3324,"267.43",6516,,,,"2020-03-27 10:39:21.21",""
449,"2020년 3월 27일 00시",인천,仁川,Incheon,,3,13,"1.56",46,,,,"2020-03-27 10:39:21.21",""
450,"2020년 3월 27일 00시",광주,光州,Gwangju,,1,11,"1.37",20,,,,"2020-03-27 10:39:21.21",""
451,"2020년 3월 27일 00시",대전,大田,Daejeon,,1,9,"2.10",31,,,,"2020-03-27 10:39:21.21",""
452,"2020년 3월 27일 00시",울산,蔚山,Ulsan,,2,20,"3.40",39,,,,"2020-03-27 10:39:21.21",""
453,"2020년 3월 27일 00시",세종,世宗,Sejong,,,9,"12.85",44,,,,"2020-03-27 10:39:21.21",""
454,"2020년 3월 27일 00시",경기,京畿,Gyeonggi-do,4,11,131,"3.11",412,,,,"2020-03-27 10:39:21.21",""
455,"2020년 3월 27일 00시",강원,江原,Gangwon-do,1,,20,"2.01",31,,,,"2020-03-27 10:39:21.21",""
456,"2020년 3월 27일 00시",충북,忠北,Chungcheongbuk-do,,2,17,"2.56",41,,,,"2020-03-27 10:39:21.21",""
457,"2020년 3월 27일 00시",충남,忠南,Chungcheongnam-do,,,78,"5.84",124,,,,"2020-03-27 10:39:21.21",""
458,"2020년 3월 27일 00시",전북,全北,Jeollabuk-do,,,7,"0.55",10,,,,"2020-03-27 10:39:21.21",""
459,"2020년 3월 27일 00시",전남,全南,Jeollanam-do,,,3,"0.43",8,,,,"2020-03-27 10:39:21.21",""
460,"2020년 3월 27일 00시",경북,庆北,Gyeongsangbuk-do,34,9,650,"48.19",1283,,,,"2020-03-27 10:39:21.21",""
461,"2020년 3월 27일 00시",경남,庆南,Gyeongsangnam-do,,1,62,"2.71",91,,,,"2020-03-27 10:39:21.21",""
462,"2020년 3월 27일 00시",제주,济州,Jeju,,1,4,"1.04",7,,,,"2020-03-27 10:39:21.21",""
463,"2020년 3월 27일 00시",검역,隔離區,Lazaretto,,13,,-,144,,,,"2020-03-27 10:39:21.21",""
464,"2020년 03월 28일 00시",합계,合计,Total,144,146,4811,"18.28",9478,,,,"2020-03-28 10:46:14.14",""
465,"2020년 03월 28일 00시",서울,首尔,Seoul,,18,93,"4.01",390,,,,"2020-03-28 10:46:14.14",""
466,"2020년 03월 28일 00시",부산,釜山,Busan,2,1,81,"3.34",114,,,,"2020-03-28 10:46:14.14",""
467,"2020년 03월 28일 00시",대구,大邱,Daegu,101,71,3543,"270.35",6587,,,,"2020-03-28 10:46:14.14",""
468,"2020년 03월 28일 00시",인천,仁川,Incheon,,5,14,"1.73",51,,,,"2020-03-28 10:46:14.14",""
469,"2020년 03월 28일 00시",광주,光州,Gwangju,,,11,"1.37",20,,,,"2020-03-28 10:46:14.14",""
470,"2020년 03월 28일 00시",대전,大田,Daejeon,,,10,"2.10",31,,,,"2020-03-28 10:46:14.14",""
471,"2020년 03월 28일 00시",울산,蔚山,Ulsan,,,19,"3.40",39,,,,"2020-03-28 10:46:14.14",""
472,"2020년 03월 28일 00시",세종,世宗,Sejong,,,9,"12.85",44,,,,"2020-03-28 10:46:14.14",""
473,"2020년 03월 28일 00시",경기,京畿,Gyeonggi-do,5,21,140,"3.27",433,,,,"2020-03-28 10:46:14.14",""
474,"2020년 03월 28일 00시",강원,江原,Gangwon-do,1,1,20,"2.08",32,,,,"2020-03-28 10:46:14.14",""
